name,description,address,regularPrice,discountPrice,bathrooms,bedrooms,furnished,parking,type,offer,userRef
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,071 Meadow Vale Park,28737,95189,7,7,false,false,false,false,"'""'"
1E+02,ÅÍÎÏ˝ÓÔÒÚÆ☃,7975 Comanche Alley,8805,1360,18,16,false,true,true,false,-1.00
・(￣∀￣)・:*:,0.00,3 Hallows Center,27994,46851,3,8,false,false,true,true,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,<img src=x onerror=alert('hi') />,147 Barnett Crossing,69212,60714,12,5,false,false,false,false,../../../../../../../../../../../etc/passwd%00
١٢٣,社會科學院語學研究所,378 Esch Parkway,9207,40480,4,1,true,true,true,false,␡
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,₀₁₂,462 Division Pass,83341,80132,16,9,true,true,true,true,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙
部落格,test⁠test‫,1074 Continental Lane,52020,30125,19,10,false,true,true,true,١٢٣
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,92 Fairview Center,67531,89679,6,20,false,false,false,true,⁦test⁧
Œ„´‰ˇÁ¨ˆØ∏”’,NULL,1 Dovetail Street,33434,92650,9,20,false,false,true,false,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ
😍,Œ„´‰ˇÁ¨ˆØ∏”’,44908 Jay Hill,18006,12957,3,19,true,true,false,false,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟
｀ｨ(´∀｀∩,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",42708 Anderson Lane,80720,17364,10,20,false,true,true,false,｀ｨ(´∀｀∩
"<>?:""{}|_+",␢,14 Tennyson Circle,61398,16942,10,5,true,true,false,true,''
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.","'""'",7 East Hill,29104,52880,19,17,true,true,false,false,﻿
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,사회과학원 어학연구소,296 Canary Plaza,81012,93166,2,16,true,false,true,false,<svg><script>0<1>alert('XSS')</script>
"""''''""'""",test,5 Alpine Avenue,60199,12837,6,1,true,false,true,true,""""""
(｡◕ ∀ ◕｡),1'; DROP TABLE users--,695 Loomis Crossing,39127,91967,14,9,true,true,false,true,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
(╯°□°）╯︵ ┻━┻)  ,울란바토르,96172 High Crossing Trail,56833,73175,6,5,true,false,true,true,部落格
NULL,,4197 Lakewood Gardens Trail,57902,23673,10,16,true,true,false,false,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"__ﾛ(,_,*)",8431 Gulseth Way,91516,55293,0,14,true,false,true,true,・(￣∀￣)・:*:
社會科學院語學研究所,הָיְתָהtestالصفحات التّحول,30557 Loeprich Place,98100,23549,5,7,false,false,true,false,`⁄€‹›ﬁﬂ‡°·‚—±
部落格,1;DROP TABLE users,3073 Warbler Plaza,27358,77214,2,12,false,false,true,true,-1/2
␡,0/0,966 Victoria Crossing,11948,92341,13,5,true,false,false,false,1E02
1'; DROP TABLE users--,␢,8688 Esker Avenue,74233,9544,1,7,false,false,false,false,"""'""'""''''"""
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,ÅÍÎÏ˝ÓÔÒÚÆ☃,761 Blackbird Trail,3315,85501,11,14,true,true,true,true,(｡◕ ∀ ◕｡)
nil,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,249 Bunker Hill Center,81015,30536,10,20,false,true,false,true,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻
␢,-1/2,806 Old Gate Trail,38968,66225,17,6,false,true,false,false,Œ„´‰ˇÁ¨ˆØ∏”’
‪‪test‪,社會科學院語學研究所,0605 Northport Center,8713,61337,6,16,false,true,true,true,œ∑´®†¥¨ˆøπ“‘
<img src=x onerror=alert('hi') />, ,96042 Grasskamp Way,58515,11125,11,2,true,false,true,false,<svg><script>0<1>alert('XSS')</script>
社會科學院語學研究所,NIL,0 Dovetail Way,46092,21098,1,19,true,true,false,false,''
1,"""",91694 Mccormick Hill,6899,59057,1,6,true,true,true,false,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟
｀ｨ(´∀｀∩,,705 Di Loreto Street,87690,64879,7,5,true,false,true,true,`⁄€‹›ﬁﬂ‡°·‚—±
١٢٣,1/2,542 Comanche Lane,71757,71770,19,17,true,false,false,true,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ
␡,和製漢語,683 Bluejay Place,86519,64134,0,20,false,true,false,false,울란바토르
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,<svg><script>0<1>alert('XSS')</script>,771 Schmedeman Pass,15286,63068,18,10,true,true,false,false,　
"'""'",',3 Rockefeller Crossing,92789,77807,14,12,false,false,true,false,¡™£¢∞§¶•ªº–≠
・(￣∀￣)・:*:,-$1.00,3960 Veith Trail,37336,43259,20,19,true,false,false,false,ÅÍÎÏ˝ÓÔÒÚÆ☃
1E02,,22 Eagle Crest Parkway,23401,20886,0,0,false,false,true,true,""""
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,울란바토르,54872 Erie Trail,46068,46956,6,14,true,true,true,false,ÅÍÎÏ˝ÓÔÒÚÆ☃
‪‪test‪,",./;'[]\-=",6 Saint Paul Junction,90390,61416,15,14,false,true,false,true,הָיְתָהtestالصفحات التّحول
NIL,1/0,026 Kropf Alley,27182,12075,3,12,false,true,false,true,パーティーへ行かないか
'',œ∑´®†¥¨ˆøπ“‘,5525 Kenwood Street,68385,1998,15,6,false,true,true,false,1E+02
部落格,"__ﾛ(,_,*)",54955 Monument Court,29981,10563,5,12,false,true,true,true,社會科學院語學研究所
-1E+02,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,9493 Melody Circle,28935,60808,17,4,true,true,true,false,1.00
-1E02,١٢٣,92117 Rockefeller Lane,60622,74237,3,6,false,false,true,false,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕
田中さんにあげて下さい,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,5573 Moland Avenue,95651,56044,18,4,true,false,true,true,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿
᠎,œ∑´®†¥¨ˆøπ“‘,9 Maryland Circle,50240,6252,17,10,true,false,false,true,<img src=x onerror=alert('hi') />
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,0/0,0 Lindbergh Road,18904,44622,2,3,true,false,true,false,␢
(╯°□°）╯︵ ┻━┻)  ,울란바토르,5880 Hoffman Trail,42638,50033,13,8,true,false,true,true,사회과학원 어학연구소
/dev/null; touch /tmp/blns.fail ; echo,NULL,9 Paget Trail,39553,49743,0,14,false,false,true,false,᠎
',"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1024 Jackson Way,48994,12537,16,1,true,true,true,true,<script>alert('hi')</script>
!@#$%^&*(),사회과학원 어학연구소,2011 Doe Crossing Terrace,70613,22495,18,12,true,true,false,true, 
Œ„´‰ˇÁ¨ˆØ∏”’,NULL,63837 Reindahl Plaza,85486,44465,0,8,false,false,false,false,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮
/dev/null; touch /tmp/blns.fail ; echo,<svg><script>0<1>alert('XSS')</script>,936 Larry Lane,58313,96418,20,9,true,false,false,false,␢
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,1,08 Goodland Lane,92266,3342,11,12,true,true,false,true,-1E02
åß∂ƒ©˙∆˚¬…æ,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,642 Cody Junction,37635,51553,2,3,false,true,false,true,/dev/null; touch /tmp/blns.fail ; echo
"__ﾛ(,_,*)",../../../../../../../../../../../etc/hosts,60 Bonner Pass,95083,33867,1,19,true,true,true,true,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,¡™£¢∞§¶•ªº–≠,39824 Cody Point,3979,36183,9,18,true,true,false,true,1E+02
-1.00,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",7318 Buell Drive,55987,74606,13,16,false,false,true,false,١٢٣
사회과학원 어학연구소,1E02,515 Thierer Terrace,29184,65953,19,19,false,false,true,false,$1.00
¡™£¢∞§¶•ªº–≠,部落格,165 Basil Plaza,48290,49291,17,10,false,true,true,true,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
¡™£¢∞§¶•ªº–≠,../../../../../../../../../../../etc/passwd%00,4567 Elgar Junction,57415,29943,20,9,false,false,false,false,(｡◕ ∀ ◕｡)
0/0,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,2 Debra Park,28225,45301,7,14,false,true,false,false,␡
!@#$%^&*(),00˙Ɩ$-,1 Reinke Point,53842,14074,6,20,false,false,false,false,test⁠test‫
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,​,191 Westerfield Trail,30886,52117,1,4,true,true,false,true,"'""'"
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,584 Merchant Crossing,59540,94873,3,7,false,false,false,false,ÅÍÎÏ˝ÓÔÒÚÆ☃
-1E2,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,42 Clove Point,49909,60617,5,12,true,true,true,true,ÅÍÎÏ˝ÓÔÒÚÆ☃
(╯°□°）╯︵ ┻━┻)  ,␢,2596 Hayes Circle,23492,39724,11,18,false,true,false,true,1E+02
-1/2,‫test‫,5903 Havey Street,8514,30224,19,0,false,true,false,false,-1
1E02,",./;'[]\-=",50 Scott Center,42591,41699,9,1,false,true,true,false,00˙Ɩ$-
NULL,"""''''""'""",4 Basil Point,59787,70420,4,12,true,false,true,true,<script>alert('hi')</script>
᠎,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,0315 Bobwhite Alley,78938,37213,14,19,true,true,false,true,␣
١٢٣,(｡◕ ∀ ◕｡),4 Village Alley,79217,8005,8,12,true,true,false,true,-1/2
1/0,"""'""'""''''""",080 La Follette Junction,31786,65726,11,19,false,false,false,true,-1.00
$1.00,1.00,1596 Maple Drive,54397,89206,6,17,false,true,true,true,¡™£¢∞§¶•ªº–≠
⁦test⁧, ,1899 Eggendart Center,2761,23370,9,2,true,false,true,false,`⁄€‹›ﬁﬂ‡°·‚—±
../../../../../../../../../../../etc/hosts,1/2,57997 Almo Center,47161,33768,19,16,false,false,false,true,0/0
"<>?:""{}|_+",𠜎𠜱𠝹𠱓𠱸𠲖𠳏,27597 Stang Alley,50801,66561,14,9,false,false,false,true,Œ„´‰ˇÁ¨ˆØ∏”’
⁰⁴⁵₀₁₂,1/2,901 Waxwing Avenue,52322,7043,12,16,true,true,true,true,١٢٣
Ω≈ç√∫˜µ≤≥÷,部落格,6 Lake View Road,96669,48586,5,4,false,false,true,false,../../../../../../../../../../../etc/passwd%00
部落格,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,79785 Debs Way,4636,2335,6,10,true,false,true,true,nil
"""""",𠜎𠜱𠝹𠱓𠱸𠲖𠳏,251 Jana Point,30342,92287,14,0,true,true,false,false,/dev/null; touch /tmp/blns.fail ; echo
`⁄€‹›ﬁﬂ‡°·‚—±,1;DROP TABLE users,68766 Carey Alley,20250,76742,20,11,false,false,true,false,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
-1E02,"'""'",93 Armistice Drive,75968,88662,9,14,false,true,false,true,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰
<img src=x onerror=alert('hi') />,👩🏽,52 Hollow Ridge Avenue,72959,35412,3,14,false,true,true,true,울란바토르
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,١٢٣,6 Badeau Crossing,23293,91050,2,1,true,false,true,false,0.00
"""",・(￣∀￣)・:*:,0432 Kenwood Lane,29553,34118,10,4,true,true,true,false,"""''''""'"""
test⁠test‫,הָיְתָהtestالصفحات التّحول,74565 Warrior Park,5156,84859,12,20,false,true,true,false,‪‪test‪
Œ„´‰ˇÁ¨ˆØ∏”’,1,1 Towne Avenue,52640,29958,1,1,true,true,false,true,/dev/null; touch /tmp/blns.fail ; echo
00˙Ɩ$-,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,8363 Marquette Lane,37240,26484,15,8,true,true,true,true,<img src=x onerror=alert('hi') />
 ,社會科學院語學研究所,80638 Marcy Way,40784,3947,12,9,true,false,false,true,<svg><script>0<1>alert('XSS')</script>
⁰⁴⁵₀₁₂,ÅÍÎÏ˝ÓÔÒÚÆ☃,94 Swallow Trail,67911,13354,8,9,true,false,false,false,␢
⁦test⁧,🐵 🙈 🙉 🙊,860 Bunker Hill Lane,51878,40801,9,16,false,true,false,false,
test,Ω≈ç√∫˜µ≤≥÷,73 Golden Leaf Lane,96940,75428,14,10,false,true,false,false,-1E02
¸˛Ç◊ı˜Â¯˘¿,‫test‫,6582 Hayes Junction,66478,15083,8,20,true,true,true,false,1
nil,⁰⁴⁵,69 Merchant Trail,6488,67136,20,8,true,true,false,false,"__ﾛ(,_,*)"
᠎,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,5 Lindbergh Parkway,58527,7902,2,9,true,false,true,true,'
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,¡™£¢∞§¶•ªº–≠,6 Mitchell Place,68732,42334,2,16,true,false,false,true,../../../../../../../../../../../etc/passwd%00
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,00˙Ɩ$-,13376 Crownhardt Court,50755,63475,3,16,true,false,false,false,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕
・(￣∀￣)・:*:,　,3 Fallview Park,3519,31338,11,6,true,true,true,false,和製漢語
",./;'[]\-=",$1.00,42 Forest Dale Junction,37125,88399,4,14,true,true,true,false,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥
울란바토르,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,1921 Summer Ridge Center,50581,49891,3,4,true,true,false,false,‪‪test‪
・(￣∀￣)・:*:, ,1 Corry Pass,89308,95167,19,5,false,false,true,true,-$1.00
1/2,0/0,9265 Caliangt Junction,28690,3261,20,4,false,false,false,false,田中さんにあげて下さい
﻿,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,0904 Hayes Junction,92231,44489,0,3,false,true,false,true,"'""'"
,｀ｨ(´∀｀∩,2 Petterle Pass,36401,96154,7,1,true,false,false,false,<img src=x onerror=alert('hi') />
0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,nil,120 Village Green Center,18689,7197,0,14,true,false,false,true,nil
␣,Ω≈ç√∫˜µ≤≥÷,63 Calypso Parkway,20850,78264,20,16,false,true,true,false,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
-$1.00,"""'""'""''''""",06309 Carberry Lane,53431,70798,20,16,true,true,false,false,1.00
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,NIL,2270 Autumn Leaf Alley,60871,17533,5,14,true,false,false,true,test⁠test‫
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,test⁠test‫,7 Fremont Crossing,25822,82256,16,11,false,true,false,true,﻿
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,␢,1 Buell Parkway,55649,91463,5,19,true,true,true,false,‫test‫
部落格,1E2,864 Meadow Valley Avenue,46252,85511,18,12,false,false,true,true,00˙Ɩ$-
1/0,​,83 Stang Terrace,88329,65683,14,13,false,false,true,true,パーティーへ行かないか
